num_expediente;fecha;hora;localizacion;numero;cod_distrito;distrito;tipo_accidente;estado_meteorológico;tipo_vehiculo;tipo_persona;rango_edad;sexo;cod_lesividad;lesividad;coordenada_x_utm;coordenada_y_utm;positiva_alcohol;positiva_droga
2024S000262;04/01/2024;18:30:00;AUTOV. A-42, +00600E;+00600E;12;USERA;Alcance;NULL;Turismo;Conductor;De 18 a 20 años;Hombre;NULL;NULL;438.822.118;4.468.520.735;N;NULL
2024S000262;04/01/2024;18:30:00;AUTOV. A-42, +00600E;+00600E;12;USERA;Alcance;NULL;Turismo;Conductor;De 30 a 34 años;Hombre;NULL;NULL;438.822.118;4.468.520.735;N;NULL
2024S000264;04/01/2024;19:45:00;CALL. ROCAFORT, 145;145;17;VILLAVERDE;Choque contra obstáculo fijo;Lluvia débil;Furgoneta;Conductor;Desconocido;Desconocido;NULL;NULL;441.743.866;4.466.091.972;N;NULL
2024S000264;04/01/2024;19:45:00;CALL. ROCAFORT, 145;145;17;VILLAVERDE;Choque contra obstáculo fijo;Lluvia débil;Turismo;Conductor;De 21 a 24 años;Hombre;NULL;NULL;441.743.866;4.466.091.972;N;NULL
2024S000265;04/01/2024;18:55:00;CALL. LUIS RUIZ / CALL. FRANCISCO RIOJA;24;15;CIUDAD LINEAL;Caída;Lluvia débil;Motocicleta hasta 125cc;Conductor;De 55 a 59 años;Mujer;6;Asistencia sanitaria inmediata en centro de salud o mutua;445.865.093;4.475.747.468;N;NULL
2024S000266;04/01/2024;19:45:00;CALL. COSTA RICA, 24;24;5;CHAMARTÍN;Alcance;NULL;Furgoneta;Conductor;De 18 a 20 años;Hombre;NULL;NULL;442.889.980;4.478.860.925;N;NULL
2024S000266;04/01/2024;19:45:00;CALL. COSTA RICA, 24;24;5;CHAMARTÍN;Alcance;NULL;Turismo;Conductor;De 55 a 59 años;Hombre;NULL;NULL;442.889.980;4.478.860.925;N;NULL
2024S000266;04/01/2024;19:45:00;CALL. COSTA RICA, 24;24;5;CHAMARTÍN;Alcance;NULL;Turismo;Pasajero;De 45 a 49 años;Mujer;NULL;NULL;442.889.980;4.478.860.925;N;NULL
2024S000267;04/01/2024;19:50:00;PASEO. DELICIAS / CALL. ANCORA;40;2;ARGANZUELA;Colisión lateral;Lluvia débil;Motocicleta hasta 125cc;Conductor;De 30 a 34 años;Hombre;14;Sin asistencia sanitaria;441.143.978;4.472.722.638;N;NULL
2024S000267;04/01/2024;19:50:00;PASEO. DELICIAS / CALL. ANCORA;40;2;ARGANZUELA;Colisión lateral;Lluvia débil;Turismo;Conductor;De 30 a 34 años;Hombre;14;Sin asistencia sanitaria;441.143.978;4.472.722.638;N;NULL
2024S000268;04/01/2024;19:55:00;CALL. LUIS DE HOYOS SAINZ, 106;106;14;MORATALAZ;Caída;Lluvia débil;Motocicleta > 125cc;Conductor;De 25 a 29 años;Hombre;NULL;NULL;446.088.481;4.472.767.413;N;NULL
2024S000268;04/01/2024;19:55:00;CALL. LUIS DE HOYOS SAINZ, 106;106;14;MORATALAZ;Caída;Lluvia débil;Turismo;Conductor;De 50 a 54 años;Hombre;NULL;NULL;446.088.481;4.472.767.413;N;NULL
2024S000269;04/01/2024;18:20:00;CALL. CONVENIO / AVDA. SAN DIEGO;53;13;PUENTE DE VALLECAS;Colisión fronto-lateral;Lluvia débil;Motocicleta hasta 125cc;Conductor;De 35 a 39 años;Hombre;1;Atención en urgencias sin posterior ingreso;442.990.961;4.471.236.201;N;NULL
2024S000269;04/01/2024;18:20:00;CALL. CONVENIO / AVDA. SAN DIEGO;53;13;PUENTE DE VALLECAS;Colisión fronto-lateral;Lluvia débil;Turismo;Conductor;De 55 a 59 años;Hombre;14;Sin asistencia sanitaria;442.990.961;4.471.236.201;N;NULL
2024S000270;04/01/2024;19:00:00;GTA. PATINES, 0;0;9;MONCLOA-ARAVACA;Colisión fronto-lateral;Lluvia débil;Todo terreno;Conductor;De 35 a 39 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;437.593.337;4.474.367.326;N;NULL
2024S000270;04/01/2024;19:00:00;GTA. PATINES, 0;0;9;MONCLOA-ARAVACA;Colisión fronto-lateral;Lluvia débil;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;437.593.337;4.474.367.326;N;NULL
2024S000270;04/01/2024;19:00:00;GTA. PATINES, 0;0;9;MONCLOA-ARAVACA;Colisión fronto-lateral;Lluvia débil;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;437.593.337;4.474.367.326;N;NULL
2024S000271;04/01/2024;19:25:00;AUTOV. M-23 / AUTOV. M-23;0;14;MORATALAZ;Alcance;Despejado;Turismo;Conductor;De 18 a 20 años;Hombre;1;Atención en urgencias sin posterior ingreso;444.795.278;4.474.186.886;N;NULL
2024S000271;04/01/2024;19:25:00;AUTOV. M-23 / AUTOV. M-23;0;14;MORATALAZ;Alcance;Despejado;Turismo;Conductor;De 25 a 29 años;Hombre;14;Sin asistencia sanitaria;444.795.278;4.474.186.886;N;NULL
2024S000271;04/01/2024;19:25:00;AUTOV. M-23 / AUTOV. M-23;0;14;MORATALAZ;Alcance;Despejado;Turismo;Conductor;De 70 a 74 años;Hombre;14;Sin asistencia sanitaria;444.795.278;4.474.186.886;N;NULL
2024S000271;04/01/2024;19:25:00;AUTOV. M-23 / AUTOV. M-23;0;14;MORATALAZ;Alcance;Despejado;Turismo;Pasajero;De 18 a 20 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;444.795.278;4.474.186.886;N;NULL
2024S000271;04/01/2024;19:25:00;AUTOV. M-23 / AUTOV. M-23;0;14;MORATALAZ;Alcance;Despejado;Turismo;Pasajero;De 30 a 34 años;Mujer;5;Asistencia sanitaria ambulatoria con posterioridad;444.795.278;4.474.186.886;N;NULL
2024S000271;04/01/2024;19:25:00;AUTOV. M-23 / AUTOV. M-23;0;14;MORATALAZ;Alcance;Despejado;Turismo;Pasajero;De 6 a 9 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;444.795.278;4.474.186.886;N;NULL
2024S000271;04/01/2024;19:25:00;AUTOV. M-23 / AUTOV. M-23;0;14;MORATALAZ;Alcance;Despejado;Turismo;Pasajero;De 6 a 9 años;Mujer;14;Sin asistencia sanitaria;444.795.278;4.474.186.886;N;NULL
2024S000271;04/01/2024;19:25:00;AUTOV. M-23 / AUTOV. M-23;0;14;MORATALAZ;Alcance;Despejado;Turismo;Pasajero;De 65 a 69 años;Mujer;5;Asistencia sanitaria ambulatoria con posterioridad;444.795.278;4.474.186.886;N;NULL
2024S000272;04/01/2024;20:15:00;AVDA. JUAN DE HERRERA / PLAZA. CARDENAL CISNEROS;2;9;MONCLOA-ARAVACA;Colisión múltiple;LLuvia intensa;Furgoneta;Conductor;De 50 a 54 años;Hombre;14;Sin asistencia sanitaria;438.318.974;4.476.813.705;N;NULL
2024S000272;04/01/2024;20:15:00;AVDA. JUAN DE HERRERA / PLAZA. CARDENAL CISNEROS;2;9;MONCLOA-ARAVACA;Colisión múltiple;LLuvia intensa;Turismo;Conductor;De 25 a 29 años;Hombre;2;Ingreso inferior o igual a 24 horas;438.318.974;4.476.813.705;N;NULL
2024S000272;04/01/2024;20:15:00;AVDA. JUAN DE HERRERA / PLAZA. CARDENAL CISNEROS;2;9;MONCLOA-ARAVACA;Colisión múltiple;LLuvia intensa;Turismo;Conductor;De 65 a 69 años;Hombre;14;Sin asistencia sanitaria;438.318.974;4.476.813.705;N;NULL
2024S000273;04/01/2024;20:10:00;CALL. NEBULOSAS, 2A;2A;2;ARGANZUELA;Colisión lateral;Lluvia débil;Turismo;Conductor;De 60 a 64 años;Hombre;14;Sin asistencia sanitaria;441.928.095;4.471.732.663;N;NULL
2024S000273;04/01/2024;20:10:00;CALL. NEBULOSAS, 2A;2A;2;ARGANZUELA;Colisión lateral;Lluvia débil;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;441.928.095;4.471.732.663;N;NULL
2024S000273;04/01/2024;20:10:00;CALL. NEBULOSAS, 2A;2A;2;ARGANZUELA;Colisión lateral;Lluvia débil;Turismo;Peatón;De 35 a 39 años;Mujer;2;Ingreso inferior o igual a 24 horas;441.928.095;4.471.732.663;N;NULL
2024S000274;04/01/2024;20:30:00;CALL. NUESTRA SEÑORA DE VALVERDE / CALL. ISLA PARAGUA;37;8;FUENCARRAL-EL PARDO;Colisión fronto-lateral;LLuvia intensa;Bicicleta;Conductor;De 30 a 34 años;Hombre;2;Ingreso inferior o igual a 24 horas;441.782.639;4.482.707.325;N;NULL
2024S000274;04/01/2024;20:30:00;CALL. NUESTRA SEÑORA DE VALVERDE / CALL. ISLA PARAGUA;37;8;FUENCARRAL-EL PARDO;Colisión fronto-lateral;LLuvia intensa;Turismo;Conductor;De 50 a 54 años;Hombre;14;Sin asistencia sanitaria;441.782.639;4.482.707.325;N;NULL
2024S000275;04/01/2024;20:05:00;CALL. SERRANO / CALL. CONDE DE ARANDA;10;4;SALAMANCA;Caída;Lluvia débil;Bicicleta EPAC (pedaleo asistido);Conductor;De 55 a 59 años;Hombre;3;Ingreso superior a 24 horas;441.603.455;4.474.804.734;N;NULL
2024S000276;04/01/2024;20:20:00;GTA. ROCIO DURCAL, 0;0;6;TETUÁN;Atropello a persona;Lluvia débil;Turismo;Conductor;De 50 a 54 años;Mujer;14;Sin asistencia sanitaria;439.653.931;4.478.758.915;N;NULL
2024S000276;04/01/2024;20:20:00;GTA. ROCIO DURCAL, 0;0;6;TETUÁN;Atropello a persona;Lluvia débil;Turismo;Peatón;De 40 a 44 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;439.653.931;4.478.758.915;N;NULL
2024S000277;04/01/2024;19:00:00;AVDA. NUESTRA SEÑORA DE VALVANERA / CALL. ALGODRE;102;11;CARABANCHEL;Choque contra obstáculo fijo;Lluvia débil;Camión rígido;Conductor;De 50 a 54 años;Hombre;NULL;NULL;437.320.014;4.471.487.210;N;NULL
2024S000278;04/01/2024;21:15:00;CALL. ALBERTO AGUILERA, 64;64;7;CHAMBERÍ;Choque contra obstáculo fijo;LLuvia intensa;Turismo;Conductor;De 45 a 49 años;Hombre;NULL;NULL;439.371.313;4.475.794.529;N;NULL
2024S000279;04/01/2024;21:36:00;CALL. MAR ADRIATICO / CALL. AYACUCHO;1;16;HORTALEZA;Caída;Nublado;Motocicleta hasta 125cc;Conductor;De 18 a 20 años;Hombre;2;Ingreso inferior o igual a 24 horas;445.854.841;4.480.118.757;N;NULL
2024S000280;04/01/2024;21:05:00;CALL. TOMAS REDONDO, 10;10;16;HORTALEZA;Atropello a persona;Lluvia débil;Todo terreno;Conductor;De 65 a 69 años;Hombre;14;Sin asistencia sanitaria;446.776.389;4.479.993.885;N;NULL
2024S000280;04/01/2024;21:05:00;CALL. TOMAS REDONDO, 10;10;16;HORTALEZA;Atropello a persona;Lluvia débil;Todo terreno;Peatón;De 21 a 24 años;Mujer;2;Ingreso inferior o igual a 24 horas;446.776.389;4.479.993.885;N;NULL
2024S000281;04/01/2024;22:00:00;AVDA. BUENOS AIRES / AVDA. ALBUFERA;1;13;PUENTE DE VALLECAS;Caída;Se desconoce;Ciclomotor;Conductor;De 25 a 29 años;Hombre;3;Ingreso superior a 24 horas;444.558.320;4.471.395.137;N;NULL
2024S000282;04/01/2024;21:25:00;CALL. PELOPONESO, 9;9;15;CIUDAD LINEAL;Atropello a persona;LLuvia intensa;Turismo;Conductor;De 45 a 49 años;Hombre;14;Sin asistencia sanitaria;447.068.121;4.474.041.917;N;NULL
2024S000282;04/01/2024;21:25:00;CALL. PELOPONESO, 9;9;15;CIUDAD LINEAL;Atropello a persona;LLuvia intensa;Turismo;Peatón;De 40 a 44 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;447.068.121;4.474.041.917;N;NULL
2024S000283;04/01/2024;22:10:00;CALL. MARQUES DE VIANA / CALL. GENCIANA;81;6;TETUÁN;Colisión lateral;Lluvia débil;Turismo;Conductor;De 21 a 24 años;Hombre;14;Sin asistencia sanitaria;440.326.070;4.479.443.915;N;NULL
2024S000283;04/01/2024;22:10:00;CALL. MARQUES DE VIANA / CALL. GENCIANA;81;6;TETUÁN;Colisión lateral;Lluvia débil;Turismo;Conductor;De 35 a 39 años;Hombre;14;Sin asistencia sanitaria;440.326.070;4.479.443.915;N;NULL
2024S000283;04/01/2024;22:10:00;CALL. MARQUES DE VIANA / CALL. GENCIANA;81;6;TETUÁN;Colisión lateral;Lluvia débil;Turismo;Pasajero;De 18 a 20 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;440.326.070;4.479.443.915;N;NULL
2024S000283;04/01/2024;22:10:00;CALL. MARQUES DE VIANA / CALL. GENCIANA;81;6;TETUÁN;Colisión lateral;Lluvia débil;Turismo;Pasajero;De 18 a 20 años;Mujer;14;Sin asistencia sanitaria;440.326.070;4.479.443.915;N;NULL
2024S000283;04/01/2024;22:10:00;CALL. MARQUES DE VIANA / CALL. GENCIANA;81;6;TETUÁN;Colisión lateral;Lluvia débil;Turismo;Pasajero;De 40 a 44 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;440.326.070;4.479.443.915;N;NULL
2024S000283;04/01/2024;22:10:00;CALL. MARQUES DE VIANA / CALL. GENCIANA;81;6;TETUÁN;Colisión lateral;Lluvia débil;Turismo;Pasajero;De 45 a 49 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;440.326.070;4.479.443.915;N;NULL
2024S000283;04/01/2024;22:10:00;CALL. MARQUES DE VIANA / CALL. GENCIANA;81;6;TETUÁN;Colisión lateral;Lluvia débil;Turismo;Pasajero;De 6 a 9 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;440.326.070;4.479.443.915;N;NULL
2024S000283;04/01/2024;22:10:00;CALL. MARQUES DE VIANA / CALL. GENCIANA;81;6;TETUÁN;Colisión lateral;Lluvia débil;Turismo;Pasajero;De 6 a 9 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;440.326.070;4.479.443.915;N;NULL
2024S000284;04/01/2024;22:40:00;CALL. RISCOS DE POLANCO / CALL. VALLE DE PINARES LLANOS;2;8;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Lluvia débil;Turismo;Conductor;De 18 a 20 años;Hombre;14;Sin asistencia sanitaria;438.746.214;4.481.889.772;N;NULL
2024S000284;04/01/2024;22:40:00;CALL. RISCOS DE POLANCO / CALL. VALLE DE PINARES LLANOS;2;8;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Lluvia débil;Turismo;Conductor;De 25 a 29 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;438.746.214;4.481.889.772;N;NULL
2024S000284;04/01/2024;22:40:00;CALL. RISCOS DE POLANCO / CALL. VALLE DE PINARES LLANOS;2;8;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Lluvia débil;Turismo;Pasajero;De 21 a 24 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;438.746.214;4.481.889.772;N;NULL
2024S000285;05/01/2024;1:10:00;CALL. GRAN VIA, 28;28;1;CENTRO;Alcance;Lluvia débil;Turismo;Conductor;De 55 a 59 años;Hombre;NULL;NULL;440.371.615;4.474.625.661;N;NULL
2024S000285;05/01/2024;1:10:00;CALL. GRAN VIA, 28;28;1;CENTRO;Alcance;Lluvia débil;VMU eléctrico;Conductor;De 30 a 34 años;Hombre;NULL;NULL;440.371.615;4.474.625.661;N;NULL
2024S000287;05/01/2024;1:40:00;CALL. VELAZQUEZ / CALL. JOAQUIN COSTA;147;5;CHAMARTÍN;Colisión fronto-lateral;Lluvia débil;Turismo;Conductor;De 30 a 34 años;Hombre;NULL;NULL;442.105.678;4.477.079.630;N;NULL
2024S000287;05/01/2024;1:40:00;CALL. VELAZQUEZ / CALL. JOAQUIN COSTA;147;5;CHAMARTÍN;Colisión fronto-lateral;Lluvia débil;Turismo;Conductor;De 30 a 34 años;Mujer;NULL;NULL;442.105.678;4.477.079.630;N;NULL
2024S000291;04/01/2024;22:30:00;CALL. GRAN VIA, 32;32;1;CENTRO;Alcance;Se desconoce;Motocicleta hasta 125cc;Conductor;De 30 a 34 años;Mujer;NULL;NULL;440.320.963;4.474.633.251;N;NULL
2024S000291;04/01/2024;22:30:00;CALL. GRAN VIA, 32;32;1;CENTRO;Alcance;Se desconoce;Turismo;Conductor;De 21 a 24 años;Hombre;14;Sin asistencia sanitaria;440.320.963;4.474.633.251;N;NULL
2024S000293;05/01/2024;1:45:00;CALL. SIGÜENZA, 2;2;9;MONCLOA-ARAVACA;Solo salida de la vía;NULL;Turismo;Conductor;De 18 a 20 años;Hombre;NULL;NULL;435.476.485;4.478.883.265;N;NULL
2024S000293;05/01/2024;1:45:00;CALL. SIGÜENZA, 2;2;9;MONCLOA-ARAVACA;Solo salida de la vía;NULL;Turismo;Pasajero;De 18 a 20 años;Mujer;NULL;NULL;435.476.485;4.478.883.265;N;NULL
2024S000294;04/01/2024;22:00:00;CALL. GRAN VIA / CALL. ALCALA;2;1;CENTRO;Alcance;Nublado;Ciclomotor;Conductor;De 21 a 24 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;440.875.092;4.474.490.636;N;NULL
2024S000294;04/01/2024;22:00:00;CALL. GRAN VIA / CALL. ALCALA;2;1;CENTRO;Alcance;Nublado;Turismo;Conductor;De 40 a 44 años;Hombre;14;Sin asistencia sanitaria;440.875.092;4.474.490.636;N;NULL
2024S000296;05/01/2024;3:40:00;CALL. SERRANO, 139;139;5;CHAMARTÍN;Colisión lateral;Lluvia débil;Turismo;Conductor;De 30 a 34 años;Hombre;14;Sin asistencia sanitaria;441.839.417;4.477.277.592;N;NULL
2024S000296;05/01/2024;3:40:00;CALL. SERRANO, 139;139;5;CHAMARTÍN;Colisión lateral;Lluvia débil;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;441.839.417;4.477.277.592;N;NULL
2024S000297;05/01/2024;2:00:00;AVENIDA DEL DOCTOR FEDERICO RUBIO Y GALI 112;112;9;MONCLOA-ARAVACA;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;De 18 a 20 años;Hombre;NULL;NULL;439.524.939;4.478.786.018;N;NULL
2024S000297;05/01/2024;2:00:00;AVENIDA DEL DOCTOR FEDERICO RUBIO Y GALI 112;112;9;MONCLOA-ARAVACA;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;439.524.939;4.478.786.018;N;NULL
2024S000298;05/01/2024;5:00:00;AUTOV. M-30, 29NC90;29NC90;8;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Lluvia débil;Turismo;Conductor;De 40 a 44 años;Hombre;14;Sin asistencia sanitaria;440.196.295;4.481.470.994;N;NULL
2024S000298;05/01/2024;5:00:00;AUTOV. M-30, 29NC90;29NC90;8;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Lluvia débil;Turismo;Conductor;De 40 a 44 años;Hombre;14;Sin asistencia sanitaria;440.196.295;4.481.470.994;N;NULL
2024S000298;05/01/2024;5:00:00;AUTOV. M-30, 29NC90;29NC90;8;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Lluvia débil;Turismo;Pasajero;De 30 a 34 años;Mujer;NULL;NULL;440.196.295;4.481.470.994;N;NULL
2024S000298;05/01/2024;5:00:00;AUTOV. M-30, 29NC90;29NC90;8;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Lluvia débil;Turismo;Pasajero;De 35 a 39 años;Hombre;14;Sin asistencia sanitaria;440.196.295;4.481.470.994;N;NULL
2024S000299;05/01/2024;7:25:00;CALL. PRADO / CALL. ECHEGARAY;3;1;CENTRO;Choque contra obstáculo fijo;Despejado;Camión rígido;Conductor;De 25 a 29 años;Hombre;NULL;NULL;440.644.711;4.474.017.668;N;NULL
2024S000300;05/01/2024;9:30:00;CALL. ARCILLA, 7;7;17;VILLAVERDE;Choque contra obstáculo fijo;Despejado;Maquinaria de obras;Conductor;De 45 a 49 años;Hombre;NULL;NULL;439.846.786;4.466.350.255;N;NULL
2024S000300;05/01/2024;9:30:00;CALL. ARCILLA, 7;7;17;VILLAVERDE;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;439.846.786;4.466.350.255;N;NULL
2024S000301;05/01/2024;10:20:00;AVDA. AMERICA, 2;2;4;SALAMANCA;Alcance;Despejado;Furgoneta;Conductor;Desconocido;Hombre;NULL;NULL;442.585.932;4.476.546.661;N;NULL
2024S000301;05/01/2024;10:20:00;AVDA. AMERICA, 2;2;4;SALAMANCA;Alcance;Despejado;Turismo;Conductor;De 50 a 54 años;Hombre;NULL;NULL;442.585.932;4.476.546.661;N;NULL
2024S000302;05/01/2024;10:50:00;CALL. SANTO TOME, 4;4;1;CENTRO;Alcance;NULL;Motocicleta hasta 125cc;Conductor;De 55 a 59 años;Hombre;NULL;NULL;441.032.210;4.474.985.874;N;NULL
2024S000302;05/01/2024;10:50:00;CALL. SANTO TOME, 4;4;1;CENTRO;Alcance;NULL;Turismo;Conductor;De 35 a 39 años;Hombre;NULL;NULL;441.032.210;4.474.985.874;N;NULL
2024S000303;05/01/2024;10:20:00;CALLE ROBERTO DOMINGO;1A;4;SALAMANCA;Alcance;Despejado;Motocicleta hasta 125cc;Conductor;De 55 a 59 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;443.878.911;4.475.895.809;N;NULL
2024S000303;05/01/2024;10:20:00;CALLE ROBERTO DOMINGO;1A;4;SALAMANCA;Alcance;Despejado;Turismo;Conductor;De 30 a 34 años;Mujer;14;Sin asistencia sanitaria;443.878.911;4.475.895.809;N;NULL
2024S000304;05/01/2024;7:40:00;PLAZA. SANTA ANA, 6;6;1;CENTRO;Colisión múltiple;Despejado;Camión rígido;Conductor;De 25 a 29 años;Hombre;NULL;NULL;440.550.589;4.474.000.896;N;NULL
2024S000304;05/01/2024;7:40:00;PLAZA. SANTA ANA, 6;6;1;CENTRO;Colisión múltiple;Despejado;Furgoneta;Conductor;De 50 a 54 años;Hombre;NULL;NULL;440.550.589;4.474.000.896;N;NULL
2024S000304;05/01/2024;7:40:00;PLAZA. SANTA ANA, 6;6;1;CENTRO;Colisión múltiple;Despejado;Turismo;Conductor;De 40 a 44 años;Mujer;NULL;NULL;440.550.589;4.474.000.896;N;NULL
2024S000304;05/01/2024;7:40:00;PLAZA. SANTA ANA, 6;6;1;CENTRO;Colisión múltiple;Despejado;Turismo;Conductor;De 50 a 54 años;Hombre;NULL;NULL;440.550.589;4.474.000.896;N;NULL
2024S000305;05/01/2024;10:28:00;CALL. PRINCIPE DE VERGARA / PLAZA. REPUBLICA DOMINICANA;268;5;CHAMARTÍN;Atropello a persona;Despejado;Turismo;Conductor;De 45 a 49 años;Mujer;14;Sin asistencia sanitaria;442.611.134;4.478.833.104;N;NULL
2024S000305;05/01/2024;10:28:00;CALL. PRINCIPE DE VERGARA / PLAZA. REPUBLICA DOMINICANA;268;5;CHAMARTÍN;Atropello a persona;Despejado;Turismo;Peatón;De 45 a 49 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;442.611.134;4.478.833.104;N;NULL
2024S000306;05/01/2024;9:15:00;CALL. JOSE ANTONIO FERNANDEZ ORDOÑEZ / CALL. GUSTAVO PEREZ PUIG;7;16;HORTALEZA;Colisión fronto-lateral;Nublado;Turismo;Conductor;De 21 a 24 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;448.591.228;4.482.446.116;N;NULL
2024S000306;05/01/2024;9:15:00;CALL. JOSE ANTONIO FERNANDEZ ORDOÑEZ / CALL. GUSTAVO PEREZ PUIG;7;16;HORTALEZA;Colisión fronto-lateral;Nublado;Turismo;Conductor;De 50 a 54 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;448.591.228;4.482.446.116;N;NULL
2024S000306;05/01/2024;9:15:00;CALL. JOSE ANTONIO FERNANDEZ ORDOÑEZ / CALL. GUSTAVO PEREZ PUIG;7;16;HORTALEZA;Colisión fronto-lateral;Nublado;Turismo;Pasajero;De 10 a 14 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;448.591.228;4.482.446.116;N;NULL
2024S000306;05/01/2024;9:15:00;CALL. JOSE ANTONIO FERNANDEZ ORDOÑEZ / CALL. GUSTAVO PEREZ PUIG;7;16;HORTALEZA;Colisión fronto-lateral;Nublado;Turismo;Pasajero;De 10 a 14 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;448.591.228;4.482.446.116;N;NULL
2024S000307;04/01/2024;13:30:00;AUTOV. M-30, 07NL20;07NL20;4;SALAMANCA;Alcance;LLuvia intensa;Motocicleta hasta 125cc;Conductor;De 21 a 24 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;444.080.825;4.475.049.568;N;NULL
2024S000307;04/01/2024;13:30:00;AUTOV. M-30, 07NL20;07NL20;4;SALAMANCA;Alcance;LLuvia intensa;Motocicleta hasta 125cc;Pasajero;De 21 a 24 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;444.080.825;4.475.049.568;N;NULL
2024S000307;04/01/2024;13:30:00;AUTOV. M-30, 07NL20;07NL20;4;SALAMANCA;Alcance;LLuvia intensa;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;444.080.825;4.475.049.568;N;NULL
2024S000312;05/01/2024;11:45:00;CALL. RAIMUNDO FERNANDEZ VILLAVERDE / CALL. EDGAR NEVILLE;47;6;TETUÁN;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 35 a 39 años;Mujer;6;Asistencia sanitaria inmediata en centro de salud o mutua;440.886.290;4.477.563.380;N;NULL
2024S000312;05/01/2024;11:45:00;CALL. RAIMUNDO FERNANDEZ VILLAVERDE / CALL. EDGAR NEVILLE;47;6;TETUÁN;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 45 a 49 años;Hombre;14;Sin asistencia sanitaria;440.886.290;4.477.563.380;N;NULL
2024S000313;05/01/2024;12:20:00;AVDA. SAN DIEGO / CALL. PUERTO DE LA BONAIGUA;122;13;PUENTE DE VALLECAS;Atropello a persona;Despejado;Furgoneta;Conductor;De 21 a 24 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;443.448.906;4.470.732.862;N;NULL
2024S000313;05/01/2024;12:20:00;AVDA. SAN DIEGO / CALL. PUERTO DE LA BONAIGUA;122;13;PUENTE DE VALLECAS;Atropello a persona;Despejado;Furgoneta;Peatón;Más de 74 años;Hombre;4;Fallecido 24 horas;443.448.906;4.470.732.862;N;NULL
2024S000314;05/01/2024;12:00:00;AVDA. CANILLEJAS A VICALVARO / AUTOV. M-40;167;20;SAN BLAS-CANILLEJAS;Choque contra obstáculo fijo;Nublado;Turismo;Conductor;De 50 a 54 años;Hombre;NULL;NULL;448.211.857;4.474.335.414;N;NULL
2024S000315;05/01/2024;12:30:00;CALL. SILVA / CALL. SAN BERNARDO;1;1;CENTRO;Colisión fronto-lateral;Despejado;Furgoneta;Conductor;De 60 a 64 años;Hombre;14;Sin asistencia sanitaria;439.908.039;4.474.674.913;N;1
2024S000315;05/01/2024;12:30:00;CALL. SILVA / CALL. SAN BERNARDO;1;1;CENTRO;Colisión fronto-lateral;Despejado;Motocicleta > 125cc;Conductor;De 40 a 44 años;Mujer;2;Ingreso inferior o igual a 24 horas;439.908.039;4.474.674.913;N;NULL
2024S000316;05/01/2024;12:18:00;AVDA. LOS ROSALES / CALL. MATACHEL;90;17;VILLAVERDE;Colisión fronto-lateral;Despejado;Camión rígido;Conductor;Desconocido;Desconocido;NULL;NULL;442.256.965;4.467.245.651;N;NULL
